StartDate,Start Date,,,
Q9_3,"In the past year, about how often did you eat the following types of seafood raw? - Salmon",Frequency_raw_Salmon ,Same as above,
Q9_4,"In the past year, about how often did you eat the following types of seafood raw? - Flounder",Frequency_raw_Flounder,Same as above,
Q9_5,"In the past year, about how often did you eat the following types of seafood raw? - Blue Crab",Frequency_raw_BlueCrab,Same as above,
Q9_6,"In the past year, about how often did you eat the following types of seafood raw? - Clams",Frequency_raw_Clams ,Same as above,
Q9_7,"In the past year, about how often did you eat the following types of seafood raw? - Mullet",Frequency_raw_Mullet ,Same as above,
Q9_8,"In the past year, about how often did you eat the following types of seafood raw? - Oysters",Frequency_raw_Oysters ,Same as above,
Q11_1,Where do you most often get your seafood? - Tuna,Where_Tuna,For Q11:,
Q11_2,Where do you most often get your seafood? - Shrimp,Where_Shrimp,"1=Caught or grown myself
2=Caught or grown by a friend or family member
3=Grocery store
4=Restaurant
5=Seafood market
6=Commercial fishermen or seafood farmer
7=Community supported fishery (CSF)
8=Other",
Q11_3,Where do you most often get your seafood? - Salmon,Where_Salmon,Same as above,
Q11_4,Where do you most often get your seafood? - Flounder,Where_Flounder,Same as above,
Q11_5,Where do you most often get your seafood? - Blue Crab,Where_BlueCrab,Same as above,
Q11_6,Where do you most often get your seafood? - Clams,Where_Clams,Same as above,
Q11_7,Where do you most often get your seafood? - Mullet,Where_Mullet,Same as above,
Q11_8,Where do you most often get your seafood? - Oysters,Where_Oysters,Same as above,
Q12_1,In what form do you most often get your seafood? - Tuna,Form_Tuna,For Q12:,
Q12_2,In what form do you most often get your seafood? - Shrimp,Form_Shrimp,"1=Fresh
2=Frozen
3=Canned
4=Smoked
5=Prepared (e.g., in a restaurant)
6=Other",
Q12_3,In what form do you most often get your seafood? - Salmon,Form_Salmon,,
Q12_4,In what form do you most often get your seafood? - Flounder,Form_Flounder,,
Q12_5,In what form do you most often get your seafood? - Blue Crab,Form_BlueCrab,,
Q12_6,In what form do you most often get your seafood? - Clams,Form_Clams,,
Q12_7,In what form do you most often get your seafood? - Mullet,Form_Mullet,,
Q12_8,In what form do you most often get your seafood? - Oysters,Form_Oysters,,
Q13_1,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Tuna",Preference_Tuna ,For Q13:,
Q13_2,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Shrimp",Preference_Shrimp,"1=Strongly prefer wild-caught
2=Slightly prefer wild-caught
3=No preference
4=Slightly prefer farmed
5=Strongly prefer farmed
6=I don't know",
Q13_3,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Salmon",Preference_Salmon,,
Q13_4,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Flounder",Preference_Flounder,,
Q13_5,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Blue Crab",Preference_BlueCrab ,,
Q13_6,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Clams",Preference_Clams ,,
Q13_7,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Mullet",Preference_Mullet ,,
Q13_8,"Between wild-caught and farmed versions of the same seafood species, which do you prefer to eat? - Oysters",Preference_Oysters,,
Q14_1,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Healthy,Qualities_Healthy ,For Q14:,
Q14_2,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Local,Qualities_Local ,"1=More associated with wild-caught
2=Associated equally with wild-caught and farmed
3=More associated with farmed
4=Associated with neither wild-caught nor farmed
5=I don't know",
Q14_3,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Safe,Qualities_Safe ,,
Q14_4,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Good for local economies,Qualities_Local_Economies ,,
Q14_5,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Tasty,Qualities_Tasty ,,
Q14_6,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Affordable,Qualities_Affordable,,
Q14_7,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Good for local culture,Qualities_Local_Culture ,,
Q14_8,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Sustainable,Qualities_Sustainable ,,
Q14_9,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Easy to access,Qualities_Easy_Access ,,
Q14_10,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Good for local environments,Qualities_Local_Environments,,
Q14_11,How do you associate the following qualities with different types of seafood (farmed and wild-caught)? - Fresh,Qualities_Fresh,,
Q15_1,"When you are buying seafood, how important are the following qualities to you? - Healthy",Importance_Healthy,For Q15:,
Q15_2,"When you are buying seafood, how important are the following qualities to you? - Local",Importance_Local,"1=Not at all important
2=Slightly important
3=Moderately important
4=Very important
5=Extremely important",
Q15_3,"When you are buying seafood, how important are the following qualities to you? - Safe",Importance_Safe,,
Q15_4,"When you are buying seafood, how important are the following qualities to you? - Good for local economies",Importance_Local_Economies,,
Q15_5,"When you are buying seafood, how important are the following qualities to you? - Tasty",Importance_Tasty,,
Q15_6,"When you are buying seafood, how important are the following qualities to you? - Affordable",Importance_Affordable,,
Q15_7,"When you are buying seafood, how important are the following qualities to you? - Good for local culture",Importance_Local_Culture,,
Q15_8,"When you are buying seafood, how important are the following qualities to you? - Sustainable",Importance_Sustainable,,
Q15_9,"When you are buying seafood, how important are the following qualities to you? - Easy to access",Importance_Easy_Access,,
Q15_10,"When you are buying seafood, how important are the following qualities to you? - Good for local environments",Importance_Local_Environments,,
Q15_11,"When you are buying seafood, how important are the following qualities to you? - Fresh",Importance_Fresh,,
Q15_12,"When you are buying seafood, how important are the following qualities to you? - Preferably wild-caught",Importance_Wild,,
Q15_13,"When you are buying seafood, how important are the following qualities to you? - Preferably farmed",Importance_Farmed,,
Q16_1,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Healthy",WTP_Healthy,For Q16:,"Note: Start w/ 4 and replace down - as soon as you replace ""0"" alone it'll mess up the rest of the replacements; Once you replace ""0%"" with zero, you have to change the data type to ""General"" from percent, or it won't actually reflect the change. "
Q16_2,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Local",WTP_Local,"0=0%
1=About 10 more
2=About 25% more
3=About 50% more
4=Greater than 50% more",
Q16_3,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Safe",WTP_Safe,,
Q16_4,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Good for local economies",WTP_Local_Economies,,
Q16_5,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Tasty",WTP_Tasty,,
Q16_6,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Affordable",WTP_Affordable,,
Q16_7,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Good for local culture",WTP_Local_Culture,,
Q16_8,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Sustainable",WTP_Sustainable,,
Q16_9,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Easy to access",WTP_Easy_Access,,
Q16_10,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Good for local environments",WTP_Local_Environments,,
Q16_11,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Fresh",WTP_Fresh,,
Q16_12,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Wild-caught",WTP_Wild,,
Q16_13,"How much more are you willing to pay for seafood with the following qualities?
Please compare to the cost of seafood that does not have these qualities. - Farmed",WTP_Farmed,,
Q17_1,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Healthy",Covid_Importance_Healthy,"For Q17:
1=Less important
2=No change
3=More important ",
Q17_2,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Local",Covid_Importance_Local,,
Q17_3,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Safe",Covid_Importance_Safe,,
Q17_4,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Good for local economies",Covid_Importance_Local_Economies,,
Q17_5,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Tasty",Covid_Importance_Tasty,,
Q17_6,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Affordable",Covid_Importance_Affordable,,
Q17_7,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Good for local culture",Covid_Importance_Local_Culture,,
Q17_8,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Sustainable",Covid_Importance_Sustainable,,
Q17_9,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Easy to access",Covid_Importance_Easy_Access,,
Q17_10,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Good for local environments",Covid_Importance_Local_Envrionments,,
Q17_11,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Fresh",Covid_Importance_Fresh,,
Q17_12,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Preferably wild-caught",Covid_Importance_Wild,,
Q17_13,"After COVID-19 and its impacts, has there been a change in the importance of the following qualities when you are buying seafood? - Preferably farmed",Covid_Importance_Farmed,,
Q18_0_GROUP,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Groups - Top 3 Considerations",Mariculture_Considerations,,
Q18_0_1_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Coastal community development",Rank_Coastal_Development,"Left as number - see question in Column B - they are ranking their top 3 in order, w/ 1 as most important ",
Q18_0_2_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Maintenance of coastal culture and heritage",Rank_Heritage,,
Q18_0_3_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Statewide economic development",Rank_State_Economy,,
Q18_0_4_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Environmental sustainability ",Rank_Sustainability ,,
Q18_0_5_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Protecting small and family businesses",Rank_Small_Business,,
Q18_0_6_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Fair wages for seafood producers",Rank_Wages,,
Q18_0_7_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Addressing the U.S. seafood trade deficit",Rank_Trade_Deficit,,
Q18_0_8_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Addressing food security",Rank_Food_Security,,
Q18_0_9_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Emphasizing wild-caught seafood harvest",Rank_Wild,,
Q18_0_10_RANK,"Which considerations do you think are important when managing mariculture? Please rank your top 3 choices, in order, by dragging and dropping them into place. (1 being most important.) - Ranks - Top 3 Considerations - Emphasizing farmed seafood production",Rank_Farmed,,
Q19,"What do you consider local seafood? Please check all that apply.
Local seafood is seafood that comes from... - Selected Choice",Local_Seafood,"Assuming each top level encompasses all the more local levels (e.g., if they selected 'my state' they also consider 'town' and 'county' local):
1=My town [as highest level indicated]
2=My county [as highest level indicated]
3=My state (North Carolina) [as highest level indicated]
4=The Southeast United States (Virginia to Florida) [as highest level indicated]
5=The East Coast (Maine to Florida) [as highest level indicated]
6=The United States [as highest level indicated]
7=Other","Note: Coded each cell to the highest level they selected as ""local,"" even if they didn’t select every smaller jurisdiction "
Q19_7_TEXT,"What do you consider local seafood? Please check all that apply.
Local seafood is seafood that comes from... - Other (please specify): - Text",Local_Seafood_Text,,
Q20,"In your mind, what are the benefits of buying local seafood?",Benefit_Local,"For Q20:
0=No opinion or I don't know
1=Freshness
2=Affordability
3=Good for local economies
4=Tasty
5=Supporting the industry/jobs",
,,LocalBenefit1 and LocalBenefit2,"1=Fresh
2=More affordable
3=Tasty
4=Good for local economies
5=
6=No opinion/I don't know ",Codes based on themes pulled out of free text answers about the benefits of local
Q21_1,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Shellfish mariculture is really a win-win-win. It’s good for the environment, you’re able to produce stuff that’s good to eat, and it creates good revenue for a grower.",Rate_Mariculture_Win,"For Q21, Q22, Q23: Made values all on a positive scale in case negatives cause issues
1= -2 [least like how I think]
2= -1 [less like how I think]
3= 0 [no opinion]
4= 1 [more like how I think]
5= 2 [most like how I think]","Note: When replacing, have to start at highest value and F&R ""2"" with ""5"" first so as not to confuse replaced 2s for data set 2s. Then treat -4 as the data set -1 and -5 as -2. "
Q21_2,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - There’s a lot of people in the mainland that aren’t eating oysters yet that don’t even know they’re going to love oysters. There’s markets that need to be opened up still. The future is really bright, there’s a lot of potential.",Rate_Grow_Oyster_Market,,
Q21_3,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Regulations on fishing are definitely needed, but in the right balance, in the right context.",Rate_Regulatory_Balance,,
Q21_4,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - The fishermen don’t get nearly as much money for their product as they should, because of the way the market’s set up. It’s due to imports and the local dealers not really seeking better markets for the product.",Rate_Unfair_Markets,,
Q21_5,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Big companies have the same right as local families and farmers to get mariculture leases in state waters.",Rate_Company_Rights,,
Q22_1,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - From one year to the next, it can be a good year or it could be a bad year for fish stocks. That’s nothing to do with overfishing or global warming or anything else somebody can point their finger at. That’s just the way it is.",Rate_Good_Bad_Years,,
Q22_2,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Shellfish farming will hurt the price of oysters to the commercial fisherman, because they’d be much more plentiful.",Rate_Hurt_Oyster_Market,,
Q22_3,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Losing commercial fishing means losing a heritage and tradition that is passed down from generation to generation, grandfathers and fathers and uncles and cousins.",Rate_Heritage_Loss,,
Q22_4,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Growing seafood production is important not just locally, but because we have more and more people that need healthy food and the U.S. can’t just keep importing everything we eat.",Rate_Food_Security,,
Q22_5,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - Oyster farms are like wild oyster reefs because juvenile fish and crustaceans and everything hang around there. So that actually makes fishing around a farm even better.",Rate_Farms_Improve_Fishing,,
Q23_1,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - 11. The next generation of fishing is aquaculture.",Rate_Aquaculture_Future,,
Q23_2,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - 12. You should be a resident to get a mariculture lease. People from out of state shouldn’t have the same access to our waters.",Rate_Residential_Leases,,
Q23_3,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - 13. There’s no doubt in my mind you can overfish fisheries. Left to their own devices, it’s hard for fishermen to cut back.",Rate_Overfishing_Occurring ,,
Q23_4,"Please answer to the best of your ability, and rate the following statements based on how much they represent the way you think. - 14. That’s what the fish are there for. To be harvested for us, you know. That’s what God put them in the water for.",Rate_Fish_Meant_Harvesting ,,
Q24_1,"Please rank the following perspectives based on how much they represent the way you think. Drag and drop the statements to rank them, with 1 (top) being most like how you think and 4 (bottom) being least like how you think. - Growing the North Carolina seafood industry is critical to sustaining our coastal communities and economies, whether it is through traditional commercial fishing, a new focus on growing the shellfish aquaculture sector, or a combination of both.",Rank_Growth_NC_Seafood_Critical,,
Q24_2,"Please rank the following perspectives based on how much they represent the way you think. Drag and drop the statements to rank them, with 1 (top) being most like how you think and 4 (bottom) being least like how you think. - When it comes to North Carolina seafood, expanding shellfish aquaculture should take priority over commercial fishing because it is more scientifically sound  and provides environmental benefits to our coastal waters.",Rank_Farming_Priority,,
Q24_3,"Please rank the following perspectives based on how much they represent the way you think. Drag and drop the statements to rank them, with 1 (top) being most like how you think and 4 (bottom) being least like how you think. - The North Carolina commercial fishing industry is negatively impacted by a number of forces, including unfair seafood import prices and competition from shellfish aquaculture, so it is important that we find ways to allow commercial fishermen to continue their livelihoods and grow their industry  with fewer impediments from regulation and competition.",Rank_Commercial_Fishing_Protection,,
Q24_4,"Please rank the following perspectives based on how much they represent the way you think. Drag and drop the statements to rank them, with 1 (top) being most like how you think and 4 (bottom) being least like how you think. - Commercial fishing is the backbone of North Carolina’s coastal communities and seafood industry, and even though locally-run shellfish aquaculture might fit into the coastal picture, it will never replace commercial fishermen and what they provide to their communities.",Rank_Commercial_Fishing_Backbone,,
Q25,How knowledgeable do you consider yourself about seafood production? Seafood production includes mariculture and commercial fishing.,Knowledge_Production,"For Q25:
0=Not knowledgeable at all
1=Slightly knowledgeable
2=Moderately knowledgeable
3=Very knowledgeable
4=Extremely knowledgeable",
Q26,About how often are you on the North Carolina coast?,Frequency_NC_Coast,"For Q26:
0=Never
1=Less than once a year
2=Once a year
3=A few times a year
4=Once a month
5=A few times a month
6=Once a week
7=I have a second home there
8=It is my primary residence",
Q27,Do you or a family member commercially fish or farm seafood?,Involvement_Commercial,"For Q27 and Q28:
0=Neither
1=Both
2=Farm
3=Fish",
Q28,Do you or a family member fish or farm seafood for fun?,Involvement_Recreational,,
Q29,Do you or your family eat the seafood you catch or farm?,Eat_Catch,"For Q29:
0=Never
1=Sometimes
2=About half the time
3=Most of the time
4=Always",
Q30,How far is the North Carolina coast from where you live?,Distance_NC_Coast,"For Q30:
0=I live right beside the water
1=1-5 miles
2=6-10 miles
3=11-25 miles
4=25-50 miles
5=51-100 miles
6=100 miles or farther
7=Prefer not to answer",Note: Answers 4 and 6 started at the same digit as the end of their previous answer choice. Not sure if we should correct that/account for it in any way. 
Q31,What is the ZIP code of your primary residence? - Selected Choice,,,
Q31_1_TEXT,What is the ZIP code of your primary residence? - ZIP code: - Text,Zip,,
Q32,Your age group is:,"Age
and
Age Corrected","For Q32:
1=19 or younger
2=20-29
3=30-39
4=40-49
5=60-69
6=70 or older
7=Prefer not to answer","Note: 50-59 left out of answer choices, so use ""Age_Corrected"" column below instead
Age_corrected:
Since 50-59 was left out of survey, this variable includes corrected age categories based on ages provided by qualtrics: 
1=19 or younger
2=20-29
3=30-39
4=40-49
5=50-59
6=60-69
7=70 or older
8=Prefer not to answer
The corrected_recode includes the corrected ages, with """"prefer not to answer"""" replaced as missing."""
Q33,You identify as: - Selected Choice,Gender,"For Q33:
1=Female
2=Male
3=Non-binary
4=Other
5=Prefer not to answer ",
Q33_4_TEXT,You identify as: - Other: - Text,Gender_Text,,
Q34,What is the highest level of education that you have attained?,Education,"For Q34:
1=Less than high school
2=High school graduate
3=Some college
4=2 year degree
5=4 year degree
6=Professional degree
7=Doctorate
8=Prefer not to answer ",
Q35,"Generally speaking, do you consider yourself a Republican, Democrat, Independent, or something else? - Selected Choice",Political_Party,"For Q35:
1=Republican
2=Democrat
3=Independent
4=Other
5=Prefer not to answer ",
Q35_4_TEXT,"Generally speaking, do you consider yourself a Republican, Democrat, Independent, or something else? - Other: - Text",Political_Party_Text,,
Q36,Which categories describe you? Please select all that apply. - Selected Choice,Race,"For Q36:
1=White
2=Hispanic, Latinx, or Spanish Origin
3=Black or African American
4=American Indian or Alaska Native
5=Asian
6=Native Hawaiian or Other Pacific Islander
7=Middle Eastern or North African
8=Other
9=Prefer not to answer ",
,,"Race2, Race3, Race4","Same codes as above, but separate columns for those who selected more than 1",
Q36_8_TEXT,Which categories describe you? Please select all that apply. - Other: - Text,Race_Text,,
Q37,"What was your annual total household income during the last year, before taxes?",Income,"For Q37:
1=Less than $20,000
2=$20,000-$34,999
3=$35,000-$49,999
4=$50,000-$74,999
5=$75,000-$99,999
6=$100,000-$149,999
7=$150,000 or more
8=Prefer not to answer ",
opp,opp,,,
Q_TotalDuration,Duration,Duration,,
rid,rid,,,
RISN,RISN,,,
gid,gid,,,
sname,sname,,,
TolunaEnc,TolunaEnc,,,
PID,PID,,,
psid,psid,,,
K2,K2,,,
med,med,,,
source,source,,,
gc,gc,,,
term,term,,,
LS,LS,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
